0;0;0;0;land;false;unknown;0;;;
1;212;237;81;land;true;plains;1;;;
2;216;246;168;land;false;plains;1;;;
3;185;149;202;land;false;plains;1;;;
4;196;115;252;land;false;plains;1;;;
5;213;183;155;land;false;plains;1;;;
6;68;251;228;land;false;plains;1;;;
7;149;199;191;land;false;plains;1;;;
8;198;243;180;land;false;plains;1;;;
9;236;209;143;land;false;plains;1;;;
10;165;183;206;land;false;plains;1;;;
11;252;129;141;land;false;plains;1;;;
12;89;242;171;land;false;plains;1;;;
13;214;241;112;land;false;plains;1;;;
14;199;193;245;land;false;plains;1;;;
15;217;215;234;land;false;plains;1;;;
16;178;186;187;land;false;plains;1;;;
17;244;121;180;land;false;plains;1;;;
18;249;181;153;land;false;plains;1;;;
19;143;232;212;land;false;plains;1;;;
20;200;228;119;land;false;plains;1;;;
21;235;233;76;land;false;plains;1;;;
22;204;224;85;land;false;plains;1;;;
23;136;239;253;land;false;plains;1;;;
24;202;250;237;land;false;plains;1;;;
25;252;194;75;land;false;plains;1;;;
26;211;185;181;land;false;plains;1;;;
27;155;180;243;land;true;plains;1;;;
28;208;205;156;land;false;plains;1;;;
29;201;208;231;land;false;plains;1;;;
30;246;178;95;land;false;plains;1;;;
31;235;100;228;land;false;plains;1;;;
32;208;222;132;land;false;plains;1;;;
33;246;187;204;land;false;plains;1;;;
34;171;198;235;land;false;plains;1;;;
35;219;248;56;land;true;plains;1;;;
36;240;215;130;land;false;plains;1;;;
37;206;63;239;land;false;plains;1;;;
38;215;239;134;land;false;plains;1;;;
39;222;247;122;land;false;plains;1;;;
40;125;194;245;land;false;plains;1;;;
41;224;198;204;land;false;plains;1;;;
42;233;121;180;land;false;plains;1;;;
43;245;226;201;land;false;plains;1;;;
44;246;90;226;land;false;plains;1;;;
45;214;183;153;land;false;plains;1;;;
46;80;185;251;land;false;plains;1;;;
47;112;246;184;land;false;plains;1;;;
48;165;201;254;land;false;plains;1;;;
49;234;122;218;land;true;plains;1;;;
50;235;193;198;land;false;plains;1;;;
51;253;159;214;land;true;plains;1;;;
52;186;199;239;land;false;plains;1;;;
53;248;96;197;land;false;plains;1;;;
54;192;133;227;land;false;plains;1;;;
55;40;230;235;land;true;plains;1;;;
56;230;200;102;land;false;plains;1;;;
57;204;178;226;land;false;plains;1;;;
58;222;174;109;land;true;plains;1;;;
59;244;186;247;land;true;plains;1;;;
60;239;193;80;land;false;plains;1;;;
61;227;211;119;land;false;plains;1;;;
62;173;228;132;land;false;plains;1;;;
63;122;228;213;land;false;plains;1;;;
64;190;99;227;land;false;plains;1;;;
65;192;195;137;land;false;plains;1;;;
66;217;107;188;land;false;plains;1;;;
67;169;175;190;land;false;plains;1;;;
68;166;155;207;land;false;plains;1;;;
69;147;180;233;land;false;plains;1;;;
70;196;160;215;land;false;plains;1;;;
71;156;226;123;land;false;plains;1;;;
72;190;128;196;land;false;plains;1;;;
73;210;226;108;land;false;plains;1;;;
74;126;212;252;land;false;plains;1;;;
75;217;241;93;land;true;plains;1;;;
76;125;233;234;land;false;plains;1;;;
77;238;211;91;land;false;plains;1;;;
78;94;213;210;land;false;plains;1;;;
79;227;157;120;land;false;plains;1;;;
80;242;197;164;land;false;plains;1;;;
81;234;229;253;land;true;plains;1;;;
82;239;163;197;land;false;plains;1;;;
83;227;184;236;land;true;plains;1;;;
84;250;82;201;land;false;plains;1;;;
85;197;203;223;land;false;plains;1;;;
86;78;246;198;land;false;plains;1;;;
87;210;166;183;land;true;plains;1;;;
88;231;247;237;land;false;plains;1;;;
89;235;142;190;land;false;plains;1;;;
90;220;203;200;land;false;plains;1;;;
91;157;243;193;land;false;plains;1;;;
92;89;252;249;land;false;plains;1;;;
93;248;230;82;land;false;plains;1;;;
94;241;188;230;land;false;plains;1;;;
95;136;218;231;land;false;plains;1;;;
96;240;250;240;land;true;plains;1;;;
97;68;234;247;land;false;plains;1;;;
98;229;204;124;land;false;plains;1;;;
99;190;201;140;land;false;plains;1;;;
100;123;217;249;land;false;plains;1;;;
101;155;148;242;land;false;plains;1;;;
102;156;100;250;land;false;plains;1;;;
103;232;125;179;land;false;plains;1;;;
104;233;226;148;land;false;plains;1;;;
105;228;173;179;land;false;plains;1;;;
106;162;250;159;land;false;plains;1;;;
107;173;228;161;land;false;plains;1;;;
108;231;120;248;land;false;plains;1;;;
109;174;210;171;land;false;plains;1;;;
110;214;187;199;land;false;plains;1;;;
111;246;84;243;land;false;plains;1;;;
112;190;129;243;land;false;plains;1;;;
113;219;140;241;land;false;plains;1;;;
114;222;253;180;land;false;plains;1;;;
115;211;207;204;land;false;plains;1;;;
116;213;234;147;land;true;plains;1;;;
117;142;243;133;land;false;plains;1;;;
118;216;106;229;land;false;plains;1;;;
119;161;179;188;land;false;plains;1;;;
120;119;233;168;land;false;plains;1;;;
121;252;106;173;land;false;plains;1;;;
122;192;227;103;land;false;plains;1;;;
123;251;58;249;land;false;plains;1;;;
124;211;85;225;land;false;plains;1;;;
125;144;221;235;land;false;plains;1;;;
126;236;233;141;land;false;plains;1;;;
127;219;190;192;land;false;plains;1;;;
128;248;185;232;land;false;plains;1;;;
129;168;155;232;land;false;plains;1;;;
130;111;235;194;land;false;plains;1;;;
131;149;253;113;land;false;plains;1;;;
132;197;227;175;land;false;plains;1;;;
133;244;241;151;land;false;plains;1;;;
134;135;238;237;land;false;plains;1;;;
135;206;254;112;land;false;plains;1;;;
136;207;192;163;land;false;plains;1;;;
137;250;227;190;land;false;plains;1;;;
138;236;63;224;land;false;plains;1;;;
139;154;251;164;land;false;plains;1;;;
140;121;248;249;land;false;plains;1;;;
141;172;172;189;land;true;plains;1;;;
142;221;130;222;land;false;plains;1;;;
143;149;180;236;land;false;plains;1;;;
144;207;173;213;land;false;plains;1;;;
145;185;224;153;land;false;plains;1;;;
146;176;182;191;land;false;plains;1;;;
147;86;202;252;land;false;plains;1;;;
148;161;229;179;land;false;plains;1;;;
149;219;124;223;land;true;plains;1;;;
150;233;175;106;land;false;plains;1;;;
151;179;176;219;land;false;plains;1;;;
152;157;161;215;land;false;plains;1;;;
153;184;196;150;land;false;plains;1;;;
154;179;199;163;land;false;plains;1;;;
155;199;126;253;land;false;plains;1;;;
156;217;237;249;land;true;plains;1;;;
157;219;238;188;land;false;plains;1;;;
158;169;218;137;land;false;plains;1;;;
159;182;201;129;land;false;plains;1;;;
160;249;234;229;land;false;plains;1;;;
161;91;244;191;land;false;plains;1;;;
162;223;54;246;land;false;plains;1;;;
163;206;215;160;land;false;plains;1;;;
164;83;236;250;land;true;plains;1;;;
165;174;161;236;land;false;plains;1;;;
166;206;185;177;land;true;plains;1;;;
167;244;223;127;land;false;plains;1;;;
168;192;197;209;land;false;plains;1;;;
169;248;194;190;land;false;plains;1;;;
170;220;166;157;land;false;plains;1;;;
171;148;215;142;land;false;plains;1;;;
172;154;219;140;land;false;plains;1;;;
173;239;192;179;land;false;plains;1;;;
174;136;230;250;land;false;plains;1;;;
175;247;238;174;land;false;plains;1;;;
176;247;240;142;land;false;plains;1;;;
177;154;150;251;land;false;plains;1;;;
178;217;185;173;land;false;plains;1;;;
179;233;254;37;land;false;plains;1;;;
180;164;202;199;land;false;plains;1;;;
181;155;218;242;land;false;plains;1;;;
182;197;241;203;land;false;plains;1;;;
183;139;173;214;land;false;plains;1;;;
184;233;181;135;land;true;plains;1;;;
185;240;72;231;land;false;plains;1;;;
186;216;233;190;land;false;plains;1;;;
187;224;253;145;land;false;plains;1;;;
188;107;246;184;land;false;plains;1;;;
189;91;210;220;land;false;plains;1;;;
190;184;244;89;land;false;plains;1;;;
191;231;192;216;land;false;plains;1;;;
192;85;234;243;land;true;plains;1;;;
193;105;231;234;land;false;plains;1;;;
194;123;222;169;land;false;plains;1;;;
195;134;248;135;land;false;plains;1;;;
196;236;151;140;land;false;plains;1;;;
197;137;247;153;land;false;plains;1;;;
198;229;233;180;land;false;plains;1;;;
199;154;155;202;land;false;plains;1;;;
200;206;156;193;land;false;plains;1;;;
201;152;207;230;land;false;plains;1;;;
202;217;75;245;land;false;plains;1;;;
203;184;186;213;land;false;plains;1;;;
204;133;244;247;land;false;plains;1;;;
205;195;220;143;land;false;plains;1;;;
206;175;243;164;land;false;plains;1;;;
207;166;225;112;land;false;plains;1;;;
208;150;183;196;land;false;plains;1;;;
209;199;234;79;land;false;plains;1;;;
210;182;206;179;land;false;plains;1;;;
211;154;216;196;land;false;plains;1;;;
